小規劃統計區－大合併組,小規劃統計區－大合併組（英文名稱),小規劃統計區－大合併組（中文名稱),總人口,男性,女性,性別比率（即男性數目與每千名女性相對的比率）,15歲以下,15至24歲,25至44歲,45至64歲,65歲及以上,男女合計,男性.1,女性.1,香港,中國內地／澳門／台灣,其他地方,華人,菲律賓人,印尼人,白人,其他(1),從未結婚,已婚,喪偶,離婚,分居,從未結婚.1,已婚.1,喪偶.1,離婚.1,分居.1,廣州話,普通話,其他中國方言,英語,其他語言,能閱讀中文的5歲及以上人口比例,能閱讀英文的5歲及以上人口比例,能書寫中文的5歲及以上人口比例,能書寫英文的5歲及以上人口比例,未受教育／學前教育,小學,初中,高中,專上教育：文憑／證書,專上教育：副學位課程,專上教育：學位課程,同區就讀(3),跨區就讀（上課地點為香港島）,跨區就讀（上課地點為九龍）,跨區就讀（上課地點為新市鎮）,跨區就讀（上課地點為新界其他地區）,勞動人口,男性.2,女性.2,男女合計.1,男性.3,女性.3,工作人口,僱員（包括外發工）,僱主,自營作業者,無酬家庭從業員,非工作人口,料理家務者,學生,退休人士,無酬照顧者(6),其他,同區工作(7),跨區工作（工作地點為香港島）,跨區工作（工作地點為九龍）,跨區工作（工作地點為新市鎮）,跨區工作（工作地點為新界其他地區）,無固定地點／水上,於家中工作,香港以外地方工作,"少於 6,000","6,000 - 9,999","10,000 - 19,999","20,000 - 29,999","30,000 - 39,999","40,000 - 59,999","60,000 及以上",男女合計.2,男性.4,女性.4,"少於 6,000.1","6,000 - 9,999.1","10,000 - 19,999.1","20,000 - 29,999.1","30,000 - 39,999.1","40,000 - 59,999.1","60,000 及以上.1",男女合計.3,男性.5,女性.5,經理,專業人員,輔助專業人員,文書支援人員,服務及銷售人員,工藝及有關人員,機台及機器操作員及裝配員,非技術工人,漁農業熟練工人及不能分類的職業,製造業,建造業,進出口、批發及零售業,運輸、倉庫、郵政及速遞服務業,住宿及膳食服務業,資訊及通訊業,金融及保險業,地產、專業及商用服務業,公共行政、教育、人類醫療保健及社工活動,雜項社會及個人服務,其他(10),少於 18,18-34,35-44,45-54,55-64,65 及以上,家庭住戶數目,1,2,3,4,5,6 及以上,家庭住戶平均人數,由夫婦所組成(11),由夫婦及未婚子女所組成(12),由父或母親及未婚子女所組成(13),由夫婦及其中至少一個父或母親所組成(14),由夫婦、其中至少一個父或母親及其未婚子女所組成(15),由其他親屬關係組合所組成(16),單人住戶(17),非親屬關係住戶(18),"少於 6,000.2","6,000 - 9,999.2","10,000 - 19,999.2","20,000 - 29,999.2","30,000 - 39,999.2","40,000 - 59,999.2","60,000 及以上.2",家庭住戶每月收入（港元）中位數,"少於 6,000.3","6,000 - 9,999.3","10,000 - 19,999.3","20,000 - 29,999.3","30,000 - 39,999.3","40,000 - 59,999.3","60,000 及以上.3",從事經濟活動的家庭住戶(19)每月收入中位數（港元）,公營租住房屋,資助自置居所房屋,私人永久性房屋,非住宅用房屋,臨時房屋,公營租住房屋.1,資助自置居所房屋.1,私人永久性房屋.1,非住宅用房屋.1,臨時房屋.1,公營租住房屋.2,資助自置居所房屋.2,私人永久性房屋.2,非住宅用房屋.2,臨時房屋.2,1.1,2.1,3.1,4.1,5.1,6及以上,沒有自用廳房,自置，有按揭供款或借貸還款,自置，沒有按揭供款及借貸還款,全租,合租／二房東／三房客,免交租金,由僱主提供,由非住戶成員支付,"1 - 3,999","4,000 - 5,999","6,000 - 7,999","8,000 - 9,999","10,000 - 19,999.4","20,000 及以上",家庭住戶每月按揭供款及借貸還款（港元）中位數,家庭住戶每月按揭供款及借貸還款與收入比率中位數,"少於 2,000(20)","2,000 - 5,999","6,000 - 9,999.4","10,000 及以上",家庭住戶每月租金（港元）中位數,家庭住戶每月租金與收入比率中位數,家庭住戶的居所樓面面積中位數（平方米）(21),香港島,九龍,新市鎮,新界其他地區／水上,曾在同區遷居,仍居舊址(23),居於香港以外地方
523,523,523,14074,6365,7709,826,2149,1194,4234,4402,2095,42.7,45.3,41.1,9519,3815,740,13370,266,298,12,128,1379,3568,95,374,12,1498,4056,366,492,85,12775,191,151,222,110,91.8,70.3,90.2,67.1,502,1419,2772,4354,614,564,1700,304,45,239,1958,-,7222,3730,3492,60.6,68.7,53.7,6604,5707,168,729,-,7470,878,2590,1875,554,1573,332,494,932,2154,232,1663,717,80,847,552,2764,1311,624,325,181,15500,17500,14700,296,510,2764,1311,624,325,181,17000,17500,15000,420,288,1337,904,1259,432,563,1333,68,99,886,1154,979,401,45,223,647,1071,1043,56,436,803,2232,1963,679,491,4862,936,1254,1162,834,475,201,2.9,766,1704,478,13,252,611,936,102,396,503,1387,838,468,657,613,21940,123,295,1218,838,468,649,604,25390,1174,-,3253,15,408,1174,-,3268,12,408,3089,-,9374,79,1532,298,1003,1407,1322,459,373,-,461,1280,2776,27,318,-,38,9,52,32,39,230,61,11000,29.7,1024,1037,302,440,3500,18,55,266,185,2906,201,568,8136,1189
524,524,524,75487,35026,40461,866,9659,5289,26122,23031,11386,42.5,42.8,42.3,49930,18033,7524,66369,1929,1149,70,5970,7975,19596,790,1322,174,9164,21130,2848,2559,270,61751,1251,1312,2534,5154,87.3,74.4,85.2,71.9,3015,7663,9408,21550,3960,3894,16338,4496,376,1385,3378,864,41888,21226,20662,63.6,71.1,57.4,39204,34843,1020,3252,89,36283,4018,10875,10638,1606,9146,3463,5508,7481,8323,3239,7272,3437,481,4106,2267,12750,8480,4100,3897,3515,20000,22000,16000,1332,2195,12750,8480,4100,3897,3515,20000,22000,17900,4472,4665,7947,4848,6398,2673,1504,6610,87,1259,4396,5894,3617,2916,1146,2982,5439,6860,4202,493,2456,3001,13662,12849,4303,2933,28793,7612,8436,6133,4122,1762,728,2.5,5389,8628,2577,304,729,2608,7612,946,2970,1786,5294,3934,3766,4543,6500,30080,682,776,4211,3620,3565,4460,6422,36170,429,521,27736,22,224,429,521,27611,8,224,1000,1565,71538,625,759,1019,4252,13211,7039,2250,999,23,8075,9521,9939,68,1114,76,1215,222,441,687,745,3550,1215,12500,25,658,2320,2936,4169,9000,31.5,40,1295,3270,10859,2198,7687,42383,4373
525L,525 - 526 and 528,525 - 526 及 528,17889,8298,9591,865,2724,1102,6782,4851,2430,41.3,41,41.4,12087,4209,1593,16302,656,464,93,374,1772,4626,149,258,1,1918,5195,486,729,31,14906,447,219,991,243,89.6,78.5,87.3,75.9,595,1554,2324,4826,899,654,4313,707,24,444,1531,54,9783,4698,5085,64.5,69,60.8,9261,7793,483,937,48,8628,848,2738,2442,377,2223,645,1212,1805,1967,622,1567,1326,117,1386,462,2280,1876,916,1202,1091,20000,24000,18000,282,417,2280,1876,916,1202,1091,23000,24000,23000,1422,1250,2061,1064,1297,220,300,1638,9,256,881,1509,759,442,393,863,1050,1523,1443,142,629,1029,3057,3101,836,609,6365,1189,1972,1459,1058,471,216,2.7,1412,2037,616,69,173,595,1189,274,630,263,1037,895,704,1090,1746,33240,172,102,817,841,687,1063,1712,40230,-,-,5910,7,506,-,-,5859,-,506,-,-,16190,208,1491,227,704,1896,1913,958,667,-,2259,1727,2208,-,171,-,267,78,79,159,116,988,572,15200,23.6,86,485,558,1079,9000,32.2,56,384,1238,4208,358,1356,8196,1084
527,527,527,66490,30807,35683,863,7421,5255,21756,20702,11356,43.7,42.7,44.5,42989,19100,4401,62084,1007,1029,10,2360,8723,16325,596,1272,145,8889,17518,3006,2416,179,56785,1225,2447,1269,2147,91.2,68.1,89.4,65.2,3105,8890,11098,18196,2988,3094,11698,5033,561,897,2424,383,35674,18612,17062,60.4,68.8,53.3,33298,30350,732,2130,86,33192,3885,9115,11571,1690,6931,4185,3675,5706,8191,3177,5910,2096,358,3312,1854,13299,7238,3143,2547,1819,18000,20000,15000,1541,1840,13299,7238,3143,2547,1819,18500,20000,17000,2605,3171,6242,5011,6721,2323,1662,5456,107,1238,3578,5205,3289,2731,936,1566,5089,6239,2999,428,2382,2634,10334,11579,3923,2446,24898,4879,7862,5870,4493,1281,513,2.6,4260,7993,3511,259,843,2521,4879,632,3289,1670,4488,3651,3237,4581,3982,27240,871,508,3637,3541,3203,4488,3887,34020,4407,6144,14160,59,154,4407,6144,14181,12,154,10962,16565,37986,572,405,2360,4412,10519,5243,1675,679,10,5773,9557,8694,48,574,252,768,930,436,502,460,2055,622,10850,19.9,4346,1755,1210,1683,2100,17,37,417,1519,3211,1444,4532,50375,2382
529,529,529,22376,10458,11918,877,3318,1739,8555,6337,2427,39.7,39.4,40,15699,5214,1463,20965,429,420,45,517,2337,6164,58,184,11,2633,6681,447,486,57,19154,480,233,843,361,93,80.7,91.7,78.5,541,1408,2227,6291,1039,1105,6447,1899,237,486,1157,177,12853,6484,6369,67.4,74.1,61.8,12066,10749,430,868,19,10310,963,3686,2742,631,2288,968,1896,2520,2567,827,2152,974,162,1275,591,2854,2988,1270,1741,1328,22000,25810,20000,452,581,2854,2988,1270,1741,1328,24070,25810,21250,1743,1952,2808,1493,1486,445,544,1579,16,435,908,1993,1007,542,421,843,1734,2870,1177,136,894,1001,4400,3841,1104,826,8120,1512,2495,2035,1314,508,256,2.7,1883,2970,504,89,233,648,1512,281,678,282,935,1005,1082,1713,2425,40140,145,107,782,972,1053,1647,2413,46040,-,-,8037,-,134,-,-,7986,-,134,-,-,21947,-,429,110,677,3518,2276,1105,434,-,3475,1949,2434,-,262,-,433,124,208,265,323,1743,379,13000,21.4,42,469,497,1426,11000,28.4,47,465,844,1822,1068,1696,14222,966
531,531,531,19402,8544,10858,787,2150,1197,6116,7056,2883,46,47.5,44,14442,2689,2271,17090,828,673,166,645,1943,5191,124,232,49,2323,6315,577,489,9,16700,280,139,1165,373,87.6,78.4,86,75.8,478,1881,2521,6606,1084,905,3777,447,93,538,1333,21,11145,4959,6186,64.6,65.8,63.7,10537,9100,341,1045,51,8865,926,2457,3371,413,1698,500,1514,2108,2423,301,1762,1737,192,1914,749,2921,2179,1194,735,794,18500,21000,15000,491,691,2921,2179,1194,735,794,20000,21000,20000,1393,735,2260,1471,1595,511,593,1954,25,187,892,1984,898,564,245,737,1279,1793,1889,69,819,1027,3538,3343,1215,595,6587,1341,1845,1256,1167,457,521,2.9,1247,1900,454,124,406,823,1341,292,744,441,1045,838,589,1134,1796,32600,299,174,762,790,560,1134,1755,41510,-,-,6282,-,321,-,-,6266,-,321,-,-,18259,-,1143,145,573,1443,2495,899,1012,20,1875,2553,1863,20,276,-,198,44,103,173,204,824,329,13500,20.5,93,450,458,882,9000,29.2,64,421,888,2464,293,1833,11705,1053
532L,532 - 533,532 - 533,20025,9224,10801,854,1764,1447,6364,7222,3228,46.7,47.4,45.7,14410,3757,1858,18177,517,817,72,442,2578,5188,152,298,181,2319,6014,861,593,77,17888,133,206,811,292,88.2,73.6,86.4,70.7,779,2461,3071,6380,1371,794,3405,366,58,361,1337,22,11033,5215,5818,60.4,62.1,59,10215,8875,536,764,40,9810,1041,2230,3533,363,2643,640,874,1782,2614,306,2161,1621,217,1592,552,3201,2347,1069,832,582,18000,20000,15000,326,525,3194,2347,1069,832,582,20000,20000,20000,1099,705,2046,1667,1439,756,603,1886,14,273,900,2276,1003,397,294,502,1132,1517,1859,62,704,972,3658,3179,1059,643,7036,1618,1841,1607,1115,510,345,2.8,1285,1931,645,75,300,848,1618,334,763,548,1248,1090,907,1222,1258,28330,281,197,862,1019,837,1202,1224,34300,-,-,6687,9,429,-,-,6607,-,429,-,-,18795,45,1185,184,769,1750,2507,1072,754,-,1448,2578,2729,-,281,-,357,33,91,180,180,449,158,12000,20,117,797,1003,812,8500,32.5,64,272,688,2506,304,1593,13025,948
541,541,541,19141,8437,10704,788,1852,1386,5259,7094,3550,48.7,52,46.5,13558,3077,2506,16819,832,1155,80,255,1978,4958,260,254,23,2427,5999,782,541,67,16780,131,101,1272,326,85.3,78.6,83.8,76.4,529,1598,2066,5731,895,735,5735,354,160,402,1357,46,10076,4239,5837,58.3,56.7,59.5,9834,8174,679,918,63,9307,915,2342,4005,343,1702,358,1118,1913,2533,222,934,2487,269,2218,319,1787,1661,885,1124,1777,20000,30000,15000,242,277,1787,1661,885,1124,1777,28750,30000,27000,1489,1479,2073,1069,835,353,294,2229,13,271,556,1644,625,278,187,568,1507,1827,2318,53,513,989,3443,2912,1385,592,5722,493,1747,1281,1014,728,459,3.2,1338,1920,560,119,334,703,493,255,590,272,528,595,395,751,2591,53970,53,17,365,483,337,627,2473,69820,-,-,5600,18,202,-,-,5502,18,202,-,-,18460,33,648,43,206,542,2529,1673,729,-,1576,2895,1009,-,212,30,165,46,35,45,88,763,434,15000,21.2,75,134,33,797,22000,32.9,79,86,321,1271,103,933,14936,975
542L,542 - 544 and 546,542 - 544 及 546,19301,8884,10417,853,2322,1420,5446,6768,3345,46.4,50.2,44.4,12685,4364,2252,17192,980,851,71,207,1967,4931,77,377,122,2392,5746,784,525,58,16513,381,211,1342,217,86.4,76.9,84.3,74.4,653,2013,3172,5483,930,637,4091,472,122,560,1849,21,9603,4381,5222,56.6,58.6,54.9,8864,7081,694,1031,58,10437,1066,3026,3705,568,2072,482,843,1043,2403,281,1456,2055,301,2179,297,2296,1433,621,702,1278,16000,25000,12000,438,215,2296,1433,621,702,1278,21060,25000,20000,1339,815,1534,854,850,386,629,2431,26,340,548,1422,877,290,218,397,1474,1151,1989,158,561,740,2999,2786,1105,673,6448,1119,2005,1145,1049,671,459,3,1388,1787,722,112,358,685,1119,277,1105,336,1389,806,525,524,1763,22040,171,109,1044,667,499,443,1659,35000,-,-,5801,6,654,-,-,5791,5,652,-,-,17582,25,1694,165,732,1541,1379,1392,1239,-,1218,2299,2575,16,295,45,107,22,87,44,60,269,629,22500,24.2,198,1059,570,809,6000,36.8,65,209,466,1649,186,1743,13026,1405
545L,545 and 547 - 549,545 及 547 - 549,16621,7075,9546,741,2202,1468,4269,5589,3093,46.2,51.3,43.8,10958,3640,2023,14651,556,647,166,601,1764,3770,249,262,31,2183,4766,625,722,47,14568,154,102,922,288,85.1,70.4,81.4,68,725,2428,2729,5044,658,517,2318,312,37,352,2033,75,7902,3626,4276,54.8,59.7,51.3,7449,6206,503,725,15,9172,985,2691,2358,269,2869,355,611,1124,1729,454,1765,1311,100,1648,352,2576,1348,673,375,462,15330,20000,10500,474,275,2576,1348,673,375,462,18000,20000,15000,971,290,1181,1169,1036,500,427,1862,13,119,643,1887,572,295,113,291,986,840,1614,89,621,892,2347,2013,927,649,5329,937,1534,1470,721,372,295,2.8,900,1486,1041,97,136,503,937,229,887,392,992,1013,506,696,843,23490,244,169,698,967,491,688,836,29750,-,-,4278,108,1107,-,-,4181,59,1089,-,-,13142,648,2831,99,785,1289,1946,605,605,-,662,1941,2449,6,239,32,50,30,42,13,99,227,201,17000,26.4,417,996,679,395,5300,27.1,63,398,759,1964,237,624,10672,1406
610L,"610, 621, 623, 626 and 632","610, 621, 623, 626 及 632",33009,15521,17488,888,3658,2913,8919,10827,6692,46.7,46.7,46.7,20392,11443,1174,31966,283,396,38,326,4410,8170,355,566,146,4066,8591,1463,1505,79,30051,416,1067,402,69,93.8,63.4,90.8,60.6,1446,5382,5795,9178,1499,1247,4804,2754,111,676,1323,101,16247,8466,7781,55.4,62,49.5,14740,13372,245,1097,26,18269,1828,4830,6771,831,4009,2277,1370,2722,3281,980,3093,882,135,1645,1146,6674,2813,1285,838,313,15500,18000,14000,977,1126,6674,2813,1285,838,313,16000,18000,15000,853,908,2918,2284,2976,974,1165,2637,25,553,1456,2638,1714,1124,394,757,2291,2363,1297,153,1153,1262,4914,4992,1670,749,12534,2461,4468,2799,1933,623,250,2.6,2384,3411,2249,130,330,1357,2461,212,1878,1412,2875,2169,1520,1650,1030,20040,312,530,2298,2078,1469,1625,1030,26040,5998,1804,4252,25,539,5982,1804,4209,-,539,14921,4354,11761,197,1776,2593,2606,4820,1799,396,320,-,966,3045,8077,28,362,56,156,39,142,121,66,355,87,10710,24.8,5289,1546,870,456,1720,12,35,204,476,1844,972,3245,23534,1742
620L,"620, 622, 641 - 642 and 651 - 653","620, 622, 641 - 642 及 651 - 653",17450,8151,9299,877,1893,1362,4786,6119,3290,48.1,49.7,45.9,12871,3647,932,16616,145,468,27,194,1844,4567,202,369,109,2147,4818,906,595,-,15576,433,590,186,50,90.1,68.2,88.8,65.6,1277,2151,3619,5257,657,434,2162,276,42,227,1887,10,9100,4499,4601,58.5,63.4,54.3,8168,7135,54,949,30,9282,889,2347,3177,349,2520,581,782,1034,2488,360,1990,841,92,1079,507,3978,1474,656,253,191,15000,17000,13000,468,494,3978,1474,656,253,191,15000,17000,14500,300,396,1021,1720,1368,621,893,1816,33,159,916,1884,1187,441,138,216,941,1208,1032,46,563,959,2827,2503,938,378,6010,1348,1674,1115,1122,357,394,2.8,1011,1551,674,228,160,907,1348,131,976,457,1510,743,769,990,565,20270,269,145,1235,698,730,959,565,28220,771,-,3874,17,1383,771,-,3863,12,1364,2985,-,10707,184,3574,136,655,1916,2076,518,709,-,339,2234,3046,-,388,3,13,19,96,32,76,84,19,9000,17.7,452,1436,852,309,4600,20.9,57,206,277,1878,147,1371,12279,690
624L,624 and 629,624 及 629,53612,25089,28523,880,5369,4027,16244,17146,10826,47.2,47,47.2,33785,18087,1740,51997,404,769,91,351,6898,13917,451,853,161,7072,14403,2258,1992,238,48705,1240,1256,469,238,95.2,64.8,93.1,61.6,2101,8161,10168,14490,2442,2561,8320,4443,238,795,1508,164,27509,14023,13486,57,62.9,51.9,25424,22973,413,1965,73,28188,3238,6821,10952,1229,5948,4199,2317,4292,5158,1796,5677,1415,570,2700,1639,10936,5556,2398,1306,816,16340,19000,14300,1535,1639,10936,5556,2398,1306,816,17000,19000,15000,1470,1968,4618,3752,5451,2196,1397,4443,129,932,2893,4397,2585,1905,679,1167,4184,4479,2022,181,1892,2479,8521,8481,2716,1335,19613,3592,6078,5250,3002,1243,448,2.7,3656,6524,2670,148,446,2274,3592,303,2478,1836,4027,3190,2474,3008,2600,23100,596,572,3199,2954,2266,2968,2549,30140,646,7262,10741,57,963,622,7262,10726,40,963,1796,20047,28887,395,2487,973,2483,9747,4264,1527,606,13,2355,10542,5567,33,1090,26,303,511,286,202,156,753,144,8000,17.6,677,2201,1500,1248,5800,32,41,582,442,1376,673,2867,43194,2798
625,625,625,55738,25445,30293,840,6536,4797,15880,18860,9665,45.7,45.5,45.9,35877,17261,2600,53687,664,954,120,313,6504,14134,498,926,86,7200,15554,2306,1852,142,50203,1127,1250,860,307,94,68.9,92.1,66,1830,7446,9017,15830,2864,2750,9465,5249,210,1080,1742,136,29211,14570,14641,59.4,65.8,54.1,26964,24472,556,1862,74,28774,3343,8195,9950,1546,5740,4701,2456,4798,5657,1761,5397,1752,442,3086,1841,10195,5863,2742,1998,1165,17000,20000,15000,1605,1839,10195,5863,2742,1998,1165,18000,20000,16000,1465,2794,5301,4177,5345,2036,1538,4257,51,1281,2604,4176,2124,1974,834,1400,4187,5869,2312,203,2261,2186,9028,8781,2749,1959,20651,4028,6222,5287,3569,1088,457,2.7,3632,7121,2725,210,593,1934,4028,408,2693,1870,3836,3194,2764,3016,3278,25040,602,667,2986,3009,2750,2984,3217,31820,1156,6350,12737,32,458,1156,6350,12685,2,458,2731,17603,34091,278,1035,1681,2833,8707,4814,2118,498,-,3751,10049,5828,16,719,288,365,669,416,511,391,1139,260,8040,18,1391,2087,1124,1530,5000,24.9,40,221,793,1374,728,4695,43626,2326
627,627,627,32985,16481,16504,999,3858,4822,8618,10481,5206,43.4,41.3,44.6,18689,13668,628,32510,169,159,-,147,5099,7566,348,1126,48,4101,7649,1533,1542,115,29815,434,1364,209,100,95.6,62.5,93.7,59.1,1175,4817,7211,8868,1549,1646,3861,3828,294,839,1244,111,16438,9219,7219,56.4,65,48.3,14882,13472,162,1215,33,18103,2273,6140,4629,845,4216,3077,860,1971,3240,1220,3786,497,231,1337,1640,7143,2556,1089,827,257,15000,17000,13000,1029,1640,7143,2556,1089,827,257,15000,17000,13500,501,794,2089,1915,4193,1457,1208,2673,52,566,1914,2548,1627,1118,360,432,2205,3062,946,104,1201,1323,4335,5615,1481,927,12048,2608,2918,3225,2389,754,154,2.7,1299,4346,2267,104,334,974,2608,116,1892,1129,2918,2019,1628,1462,1000,20050,317,484,2495,1970,1628,1462,1000,25670,8385,1248,2407,26,13,8385,1248,2399,3,13,22158,3579,6841,358,49,1646,2678,5454,1773,408,88,1,1006,1474,8859,-,30,679,181,151,95,89,62,354,74,10000,24.1,3785,5337,77,339,2020,11.2,35,100,222,538,624,1387,28266,862
628,628,628,81560,38333,43227,887,7677,6675,24604,28766,13838,47.1,45.6,47.8,54374,24488,2698,79384,579,1001,44,552,11399,21147,720,1261,66,10650,22317,3504,2745,74,76505,855,963,699,404,95.4,68.3,92.9,65.4,2868,11478,13398,23277,4321,3926,14615,6181,372,1496,2600,115,44284,22907,21377,59.9,66.2,54.4,40634,37503,492,2588,51,40926,5233,10389,14441,1845,9018,5892,3587,9059,9774,2516,7172,2094,540,4003,3026,16327,9080,3726,3088,1333,17000,20000,15000,2462,3024,16327,9080,3726,3088,1333,18000,20000,15000,2461,3798,7950,6551,8504,3000,1865,6333,172,1718,3807,6357,3644,3523,1633,1861,6553,7996,3069,473,2861,3238,14146,14537,3732,2120,28417,4433,7813,7834,5780,2038,519,2.8,5123,10588,3487,339,979,3164,4433,304,3669,2020,4672,4417,4015,5152,4472,28290,921,705,3807,4243,3939,5129,4430,33920,6883,12374,9095,81,80,6873,12374,9080,10,80,20214,35574,24850,730,192,1443,2431,13756,8384,2110,293,-,4987,13983,8733,-,678,36,534,847,692,613,384,1743,174,8000,17.7,3643,3513,193,1420,2240,11.7,41,277,738,2384,780,3944,69559,1833
631L,631 and 633,631 及 633,12811,5840,6971,838,1612,898,4152,4405,1744,44,44.3,43.5,9493,1827,1491,11391,499,411,205,305,1511,3315,59,188,49,1364,3676,409,555,73,10558,173,120,1112,118,86,81.4,84.3,79.3,464,977,1423,4040,575,594,3126,40,47,319,1472,10,7043,3638,3405,62.9,71,56,6388,5383,384,610,11,6423,933,1781,2149,124,1436,67,452,1220,1948,255,1281,1131,34,1039,290,1724,1375,784,566,599,20000,23000,15000,128,251,1724,1375,784,566,599,20930,23000,20000,737,769,1063,977,857,395,263,1259,68,133,531,906,502,179,282,306,920,1337,1188,104,275,728,2304,1816,817,448,4320,669,1322,912,765,377,275,3,949,1217,518,61,203,531,669,172,485,228,662,627,603,546,1169,31250,67,104,589,580,552,546,1159,36760,-,-,3736,11,573,-,-,3736,11,573,-,-,11286,33,1492,23,453,783,1831,678,552,-,811,1535,1730,-,216,28,93,21,48,74,75,390,110,12620,22.4,121,353,554,730,9000,28.6,62,311,249,2246,288,854,7452,681
634,634,634,18505,9186,9319,986,2323,1614,4969,6767,2832,46.9,48.5,45.3,12988,3899,1618,16961,297,726,-,521,2266,4761,394,487,134,1722,5145,629,589,55,16085,431,469,583,330,91.5,68.7,86.6,66.7,549,2492,3317,5422,629,821,2952,80,138,412,2392,13,8986,5022,3964,55.5,62.4,48.7,8125,6873,197,1026,29,10380,1197,3066,3561,597,1959,569,586,1206,2253,307,1825,1184,195,1381,609,2820,1620,809,547,310,15560,20000,12000,478,578,2820,1620,809,547,310,18000,20000,15000,697,557,1538,1241,1325,581,629,1533,24,204,911,1552,1050,353,146,363,1165,1116,1211,54,520,989,2962,2204,838,612,6761,1488,1946,1539,1167,245,376,2.7,1255,1641,754,158,208,933,1488,324,1192,465,1356,1317,565,917,949,21610,262,174,1009,1283,539,824,927,27750,-,-,5398,22,1354,-,-,5406,8,1347,-,-,14996,95,3414,110,869,2019,2736,632,395,-,532,2608,3085,18,518,-,67,49,46,99,38,220,13,10000,17,231,1157,1225,490,6500,28.9,62,202,645,2059,125,770,12765,1332
711L,"711 - 712, 721 and 728","711 - 712, 721 及 728",18318,8343,9975,836,2338,1344,5355,6323,2958,45.4,45.5,45.2,13227,3035,2056,16193,814,383,107,821,1749,4925,145,199,45,1903,5613,761,607,33,15608,195,394,1216,151,87.3,79.2,85.4,76.3,693,1750,2402,4938,856,983,4358,1795,41,215,285,40,10062,4900,5162,63,69.4,57.9,9273,7605,757,762,149,9045,1207,2622,2569,324,2323,1187,1017,1682,1518,551,1582,1568,168,1507,431,2898,1579,794,844,1071,18500,23000,15500,339,388,2898,1579,794,844,1071,20000,23000,19000,1297,1092,1849,1261,1105,405,483,1759,22,357,580,1818,840,367,262,657,996,1818,1551,27,578,1229,2810,2987,786,883,6015,1070,1599,1359,1114,510,363,2.9,1444,1879,319,213,285,627,1070,178,651,373,1120,663,471,967,1770,31480,137,155,894,620,461,946,1770,41760,-,-,5996,46,22,-,-,5993,-,22,-,-,17626,604,88,84,829,1076,2236,811,979,-,1620,2021,2170,-,168,36,138,377,86,103,145,426,345,11000,18.6,21,300,760,1125,10000,30.1,64,625,1417,1474,563,1554,10938,1040
720L,720 and 724,720 及 724,17647,8303,9344,889,2019,1215,5285,6362,2766,46,48.6,44.4,14062,2066,1519,16204,621,457,105,260,1999,4889,178,201,84,2152,5218,345,391,171,15769,118,118,968,93,89.9,82.7,87.7,79.5,406,1612,2027,5500,979,731,4373,419,31,388,1527,39,9385,4742,4643,60.1,64.5,56.1,8669,7666,330,651,22,8978,1104,2499,3466,179,1730,397,926,1862,2292,360,1441,1239,152,1295,465,2525,1622,822,1019,899,20000,21250,16090,220,426,2525,1622,822,1019,899,21000,21250,20000,936,1226,1572,1265,1164,513,467,1491,35,256,617,1358,629,390,277,663,1122,1775,1505,77,570,758,3492,2295,1003,551,6169,1002,1898,1411,1098,619,141,2.8,1444,2121,551,101,228,587,1002,135,654,378,1099,877,616,1036,1509,30230,125,108,840,768,591,1025,1496,40170,-,-,5699,-,475,-,-,5694,-,475,-,-,16685,-,962,37,633,837,2903,1142,617,-,1040,2503,2333,-,250,43,149,-,3,90,93,514,191,12000,23,147,289,535,1405,11000,30.2,66,230,378,2529,417,1346,11535,631
722L,722 and 727,722 及 727,49877,22614,27263,829,5604,4012,15880,16362,8019,44.2,44.9,43.6,32935,12565,4377,45795,1704,1592,167,619,6058,12648,358,684,97,6500,14686,1631,1494,117,43623,1164,426,2609,341,90.7,73.4,88.5,70.9,1595,5870,7041,13096,2849,2201,11621,4352,224,1049,1049,88,27668,13454,14214,62.5,67.8,58.2,25893,22639,1311,1851,92,23984,3178,6875,8186,794,4951,4776,2819,5446,3686,1155,3859,3735,417,4436,1187,8155,4650,2444,2959,1970,18000,21250,14700,1357,1069,8155,4650,2444,2959,1970,20000,21250,18000,2687,3052,5168,2879,4235,1415,1328,5087,42,1217,2020,3781,2149,1480,855,1779,3583,5085,3831,113,1600,2240,8156,9000,2890,2007,16201,2270,4250,4213,3386,1201,881,3,2757,6511,1771,115,660,1654,2270,463,1768,951,2523,2024,1642,2777,4516,35040,421,366,1967,1946,1586,2736,4454,41570,1178,5898,8870,443,183,1178,5898,8866,76,183,2966,16922,28318,1137,534,810,1520,7002,3544,1688,1637,-,3951,8039,3595,-,387,229,399,355,260,329,312,1441,855,12600,20.9,1089,576,542,1617,7500,21.5,41,709,782,1685,679,4049,37727,2554
